source_file,row_id,caption_original,price,violation_rule_ids,violation_reasons
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,22902,i made my cousin's hard cock cum all over my tongue after i begged him to mouth-fuck me in his car 💦🤤 let me make u cum so much showing u how good it'd be to have me gagging and sucking on your big cock in my BEST ROLEPLAY POV BLOWJOB W CUMSHOT VID 👅 i'm sure your gonna end up making me swallow all of your cum after i first put it out to let u fuck my mouth like this 😈 u can see how much i'd love feeling how your big cock getting harder all over my tongue 😩 and you're gonna love to see how i'd put my tits put to play with them and make my nipples get super hard while i keep making your cock all mine until i have a wet mess deep down my throat 💦🤪,37.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,22933,**RIDING MY DILDO IN STEP DADS BATHROOM🙈😈** My step dad is so fine ngl... this morning i snuck into his bathroom and fucked myself in his tub 🐱💦 do you think he will notice the fact that i squirted in the tub?,19.0,A2_parental,parental familial content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,22958,My cousin was asleep in the same bed as me when I took this video masturbating🙈😈 Is bad that I snuck a video of her pussy while she was asleep🤫,22.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23083,My cousin just arrived 🤭🤭 He's grown so much since I last seen him...,0.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23085,🥗 Just got back home from lunch with my cousin and his gf!!!  I kept catching him staring at me 🙉🙉,0.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23087,😈 I'm getting so horny abt the fact that my cousin wants to fuck me 🥵🥵. Started rubbing it till I almost 💦...thinking of confronting him soon 🙈🙉,17.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23088,Gonna confront my cousin tn while his GF's asleep 🙈🙈,0.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23094,Close up of me fingering my pussy 💦 Can you hear my cousin and his GF arguing in the background? 🤭😈,22.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23206,My cousin was asleep in the same bed as me when I took this video masturbating🙈😈 Is bad that I snuck a video of her pussy while she was asleep🤫,22.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23224,😈 I'm getting so horny abt the fact that my cousin wants to fuck me 🥵🥵. Started rubbing it till I almost 💦...thinking of confronting him soon 🙈🙉,13.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23227,My cousin is visiting me till Sunday 🙈,0.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23232,Close up of me fingering my pussy 💦 Can you hear my cousin and his GF arguing in the background? 🤭😈,22.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,23639,"### SLUTTY BEST FRIEND 😈
my SLUTTY best friend 💞 @krystalharper 💞 loves getting **DICKED DOWN** until her 🐱 is **SWOLLEN AND DRIPPING CUM** 💦 she’s such a fucking SLUTT that she ***FUCKED MY DAD*** while she was at my house… 😡 I told her the only way that I’d forgive her is if she ***MADE HER ONLYFANS FREE FOR 24 HOURS FOR MY SUBS*** 🥰 and sends everyone who DMs her a “❤️” a **FREE NUDE BUNDLE** showing off her sexy slutty fucking body 🤤

**FREE LINK** 👇🏼👇🏼👇🏼
https://onlyfans.com/krystalharper/c26",0.0,A2_parental,parental familial content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,24381,"### SLUTTY BEST FRIEND 😈
my SLUTTY best friend 💞 @krystalharper 💞 loves getting **DICKED DOWN** until her 🐱 is **SWOLLEN AND DRIPPING CUM** 💦 she’s such a fucking SLUTT that she ***FUCKED MY DAD*** while she was at my house… 😡 I told her the only way that I’d forgive her is if she ***MADE HER ONLYFANS FREE FOR 24 HOURS FOR MY SUBS*** 🥰 and sends everyone who DMs her a “❤️” a **FREE NUDE BUNDLE** showing off her sexy slutty fucking body 🤤

**FREE LINK** 👇🏼👇🏼👇🏼
https://onlyfans.com/krystalharper/c26",0.0,A2_parental,parental familial content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,24390,😳JUST TURNED 18😳 my cousin @krystalharper just turned 18 is the BIGGEST SLUTT 😈 who loves getting her TIGHT PUSSY FUCKED in EVERY ANGLE  🤫 SHE MADE HER ONLYFANS FREE 👀 and is sending a FREE PUSSY PIC BUNDLE to everyone who DMs her a “💕” so that she can see how hard your dick gets 🍆💦 I’ve never seen a smaller tighter pussy 😅 FREE LINK 👇🏼💕https://onlyfans.com/action/trial/6s2g3zvowz4izrhnqxomjjn8wyacpchf💕,0.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,24411,😳 JUST TURNED 18 😳 my cousin @krystalharper just turned 18 is the BIGGEST SLUTT 😈 who loves getting her TIGHT PUSSY FUCKED in EVERY ANGLE  🤫 SHE MADE HER ONLYFANS FREE 👀 and is sending a FREE PUSSY PIC BUNDLE to everyone who DMs her a “💕” so that she can see how hard your dick gets 🍆💦 I’ve never seen a smaller tighter pussy 😅 FREE LINK 👇🏼💕 https://onlyfans.com/krystalharper/trial/n0g1kwtccqimiuumfwh4ib2m9ikrui5h 💕,0.0,A1_familial_direct,familial/incest content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,25080,"### SLUTTY BEST FRIEND 😈
my SLUTTY best friend 💞 @krystalharper 💞 loves getting **DICKED DOWN** until her 🐱 is **SWOLLEN AND DRIPPING CUM** 💦 she’s such a fucking SLUTT that she ***FUCKED MY DAD*** while she was at my house… 😡 I told her the only way that I’d forgive her is if she ***MADE HER ONLYFANS FREE FOR 24 HOURS FOR MY SUBS*** 🥰 and sends everyone who DMs her a “❤️” a **FREE NUDE BUNDLE** showing off her sexy slutty fucking body 🤤

**FREE LINK** 👇🏼👇🏼👇🏼
https://onlyfans.com/krystalharper/c26",0.0,A2_parental,parental familial content
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,25397,😳 JUST TURNED 18 😳 my cousin @krystalharper just turned 18 is the BIGGEST SLUTT 😈 who loves getting her TIGHT PUSSY FUCKED in EVERY ANGLE  🤫 SHE MADE HER ONLYFANS FREE 👀 and is sending a FREE PUSSY PIC BUNDLE to everyone who DMs her a “💕” so that she can see how hard your dick gets 🍆💦 I’ve never seen a smaller tighter pussy 😅 FREE LINK 👇🏼💕 https://onlyfans.com/krystalharper/trial/n0g1kwtccqimiuumfwh4ib2m9ikrui5h 💕,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,690,My cousin just arrived 🤭🤭 He's grown so much since I last seen him...,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,691,🥗 Just got back home from lunch with my cousin and his gf!!! I kept catching him staring at me 🙉🙉,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,693,Gonna confront my cousin tn while his GF's asleep 🙈🙈,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,879,My cousin is visiting me till Sunday 🙈,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,3339,Hi guys! Im so sorry for dissappearing these last few days.. my mom was hospitalized and ive been very distracted.. if i owe you a titty name selfie or a custom please respond to this message so i can deliver :) again i am so sorry,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,3762,Add my sister 😉 Your favorite half-Japanese Cali girl next door 😈❤️ The asian slut is here to please you in every possible way 😋,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,5594,i never had a dad before...can u be my daddy?? 😈,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,5792,thank you for participating in my contest ❤️the winner is announced on my feedto thank you for participating ...i'm sending you 3 FREE videos 🎁all 3 videos are 3D VR videos converted to 2D#1- Nurse roleplay BG#2- Maid roleplay BG#3- step-son caught jerking off,0.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - BUMPS.csv,5869,Happy Mother’s Day to your lovely mamas ❤️❤️,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,5942,Happy Father’s Day everyone 💛 I would like to thank all your fathers (or mothers) for raising such respectful caring men!! I wouldn’t be doing any of this if it weren’t for all your support 🐲,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,7034,Wish you're available to listen to my easter brunch with my mom babe...,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,8518,shittt the dad might have to be next 🥵🥵🥵,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,10313,How was your Father's day celebration? 🙈,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - BUMPS.csv,11277,How was your Father's day celebration? 🙈,0.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,56,🚨 new Step-Sister ***ANAL*** video 🚨 cum watch me oiled up and fucked in both holes for 31 minutes 😋 would u be able to resist a step-sister like me ? 👅,9.69,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,80,TODAY ONLY 🔥 75% OFF FUCKFEST 💥 ᴇᴀᴄʜ ᴀɴᴅ ᴇᴠᴇʀʏ ᴏɴᴇ ᴏғ ᴍʏ ʜᴏʟᴇꜱ ɪs ᴄᴏᴍᴘʟᴇᴛᴇʏ ʀᴀɪʟᴇᴅ ᴀɴᴅ ғᴜᴄᴋᴇᴅ ʜᴀʀᴅ Anal 13inch cock Fucking my Boss Squirting on My step dad Masturbating while my step brother watches Shower NEVER-BEFORE SEEN VIDEOS ! Over 1 hour of CUM Only 10 of 30 000 fans have been selected for this special bundle! Unlock and Get a FREE DICKRATE,19.99,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,81,TODAY ONLY 🔥 75% OFF FUCKFEST 💥 ᴇᴀᴄʜ ᴀɴᴅ ᴇᴠᴇʀʏ ᴏɴᴇ ᴏғ ᴍʏ ʜᴏʟᴇꜱ ɪs ᴄᴏᴍᴘʟᴇᴛᴇʏ ʀᴀɪʟᴇᴅ ᴀɴᴅ ғᴜᴄᴋᴇᴅ ʜᴀʀᴅ Anal 13inch cock Fucking my Boss Squirting on My step dad Masturbating while my step brother watches Shower NEVER-BEFORE SEEN VIDEOS ! Over 1 hour of CUM Only 10 of 300 000 fans have been selected for this special bundle! Unlock and Get a FREE DICKRATE,18.75,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,134,"🦃 Happy Thanksgiving to my 🇺🇸 Family 🦃 ***New step-sister solo roleplay*** Im bored at thanksgiving and I pull you away ***SPECIAL*** 💦 **finger anal play, oil, bad dragon,squiiirt,shower**",5.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,165,"**GETTING fucking by my bestfriends brothers BBC** One of my best friends this brother who ive had my eye on🙈 sometimes you can just tell when someone has a big dick 🥵 this was one of those times 😈 Watch how he absolutely blows my back out 😭 He fucked me so good i almost fell in love watch how he pulls my hair, grabs my throat, smacks my ass, and shows me who daddys little girl is 🙈🥵",75.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,167,"**GETTING fucked by my bestfriends brothers BBC** 😩😱 one of my best friends this brother who ive had my eye on🙈 sometimes you can just tell when someone has a big dick 🥵 this was one of those times 😈 Watch how he absolutely blows my back out 😭 he fucked me so good i almost fell in love watch how he pulls my hair, grabs my throat, smacks my ass, and shows me who daddys little girl is 🙈🥵",45.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,175,"**GETTING fucked** ***by my besties brother's BBC*** 😩😱 One of my best friend had this brother who ive had my eye on🙈 sometimes you can just tell when someone has a big dick 🥵 this was one of those times 😈 Watch how he absolutely blows my back out 😭 He fucked me so good i almost fell in love watch how he pulled my hair..... smacked my ass, and showed me what ive been missing all this time 🙈🥵",22.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,261,**Friends older brother throat fucked me** 👀😈 My friends older brother is so fineee 🙈🥵 ive always wanted to see what he was packing 😏🍆 **i finally got a chance to hang out with just him** 😋🤫 after talking for a while he mentioned how he thought i was cute and i told him how i always thought he was hot 😝😈 fast forward 10 minutes and **his hard cock was sliding in between my tits before i took it all the way into the back of my throat** 🤭🥵,17.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,346,***BRAND NEW B/G FUCK*** My best friends older brother has been Eye Fucking me this entire spring break trip. So we woke up early and made a Sex Tape in our Vacation Home while the rest of his family is asleep 🙈 I’m so loud I swear she’s gonna wake up and see me Fucking his Big White Cock,30.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,362,🚨 POV step-mom BG 30 min role-play (in case you missed it ) 🚨Step-mom catches her step-son jerking off so she decides to help him out and finish the job . this video has no sex in it (handjob JOI / tease)*,7.99,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,385,📸 🙈 ***FLASH BACK FRIDAY*** 📸 🙈 I was looking through all my content and i forgot about all of this shit 😳🔥 I havent made b/g like this in foreverrr i need to get dicked down like that again lol... anyways in this bundle is the following 😘 💕4 B/G Vids 💕Two Videos of pussy play 💞7 Nudes 💞 + the riskiest pics i can send here,19.0,D2_scat,scat content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,967,hope u enjoy this video.. 23 mins of me sucking and fucking a big 8inch white dildo and getting so creamy that when i took out the dildo cream was leaking everywhere like as if the dildo filled me up without telling me (happened twice lol) got some cream on the covers hehe don’t tell my mom the orgasm was building and it was so intense i couldn’t help but be loud.. neighbors definitely heard me.. i know ur gonna cum so hard watching how tight my pussy grips the dildo and how good i take it and at the end i push out all the extra cream inside me and taste it,57.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1018,🚨 new ***CALVIN KLEIN step-sister*** video 🚨 Cum watch me use my new CK set 😋 Both my panties and my bra were put to good use lol Titty fucking in that bra + missionary with the panties as a cock ring 😂 I love having morning sex 👅 i need cum every morning when I wake up,9.69,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1101,"Will you last until the end of the video, step daddy? Or will you cum prematurely in your step daughter’s asshole have me push out all your thick white sperm? 😈💦",19.99,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1221,***15 MINUTES OF UNCUT PUSSY PLAY IN MY TUB*** This video is guaranteed to make you **cum** all day baby I play with my pussy until i cum for you 💦. Im the naughtiest 18 year old you'll ever see😈,43.53,A3_underage_numeric,underage numeric indicators
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1223,omgg i was recording a video of me fingering myself and my mom was in the room right next to mine i think she caught me tbh i didn't care HAHA. enjoy this really hot video of me cumming hard33,58.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1245,hey guys ❤️ i hope you're all healthy and staying safe 😍so for those of you who never watched my full videos ....this one has everything in it : DP + squirt + dirty talk + cum countdown at the end (oh and my pussy was super creamy that day for some reason lol) --- have fun 😋😋😋 and happy Mother's Day to all your mothers / wives / gf's / sisters 💕💕💕💕,7.99,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1392,### TEAMWORK MAKES THE CREAM WORK 🍆💦 I didnt know my bro's sister was into girls 😱 Come to find out her and her bestie have been wanting to fuck me the past 3 months 😈 After a nice night out they ended up back at my place.... just the three of us 🙈 It wasnt long before they were both sucking my dick together and then taking turns eating eachother out as i fucked them both 😍 They kept begging and moaning together for me to cum all over them 💦 so i had one of them lay on top so i could cum on both of their wet pussies at the same time 🥵,15.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1740,Close up of me fingering my pussy 💦 Can you hear my cousin and his GF arguing in the background? 🤭😈,22.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,1864,"**TEACHING MY STEPSIS TO BE A REAL SLUT** 😈 I dont see my step-sis very often 🥺 she just turned 19 and I wanted to teach her how to be a **real slut** for cock like me 🍆💦 so I took out most realistic dildo and taught her how to throat it like whore 🤭 she started off slow but by the end were both sucking the cock wishing it was real 😭 I got so horny craving a big dick in my mouth that I had her grab my vibrator and play with my pussy til I came 💦 of course being the big sister I had to show her how to really use it on her own pussy after she did me and she could barely sit still 🥵 when I hit her clit just right with my domi I had her legs shaking with aftershock as we writhed around on the bed 🙈 this is my most explicit G/G video and i included 🚨 ***40+ pics and videos of our slutty night together*** 🚨 when you unlock this ill send the rest of our unreleased content since I couldn't fit it all in this ONE message, we have over 100 pics and vids together that youll get access to right when you unlock this special message i sent you ❤️",29.99,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,2463,i made my cousin's hard cock cum all over my tongue after i begged him to mouth-fuck me in his car 💦🤤 let me make u cum so much showing u how good it'd be to have me gagging and sucking on your big cock in my BEST ROLEPLAY POV BLOWJOB W CUMSHOT VID 👅 i'm sure your gonna end up making me swallow all of your cum after i first put it out to let u fuck my mouth like this 😈 u can see how much i'd love feeling how your big cock getting harder all over my tongue 😩 and you're gonna love to see how i'd put my tits put to play with them and make my nipples get super hard while i keep making your cock all mine until i have a wet mess deep down my throat 💦🤪,37.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,2626,pov: i’m your step sister and i caught u jacking off to me (full nude roleplay),45.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,2691,HS MY EYES ONLY DUMP 🥵🔞 $12 is crazy good for getting to see my pussy pounded finallyyy 😇 All these tapes are old so im giving it out for the low 😘 finallyyy got back into my main snapchat daddy 😇,12.0,A3_underage_numeric,underage numeric indicators
EROS CAPTION LOGGER 💙 - PPVS (2).csv,2874,🚨 new SOLO step-son roleplay HB lingerie try-on haul 🚨i seduce him by trying on a bunch of lingerie and getting naked in between 👅a lot of talking and masturbation at the end 😋***30 minute try-on haul,9.69,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3190,My cousin was asleep in the same bed as me when I took this video masturbating🙈😈 Is bad that I snuck a video of her pussy while she was asleep🤫,22.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3253,***CLUBBING WITH MY STEP BROTHER*** **New solo video special release price 14.99$ only in PPV | regular price is 19.99$** I'm getting ready for my date with my boyfriend and I really need my step brother to help me choose an outfit! Looks like the last one is the best because it got him hard... 🫢 I get a call and my boyfriend cancel on me... I still really want to go to the club so I get my step brother to come with me. Looks like there will be more then just dancing in the club 😈,14.99,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3308,"took this super risky video of me squirting into my sink while my brother was in the room next to me, i hope he didn't hear HAHA.",27.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3337,😈 *I'm getting so horny abt the fact that my **cousin** wants to **fuck** me 🥵🥵. Started playing with my dildo ended up squirting everywhere...It's kinda fucked up but I can't help myself... thinking of confronting him soon* 🙈🙉,15.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3379,👼💞💘 ***MOTHERS DAY BUNDLE*** 💖😍 Happy Mother's day daddy... I wanted to show my appreciation to you with a little gift 💌 *Bundle includes:* 💖 **EXCLUSIVE 10 MINUTE SEXTAPE** 💖 **JOI's** 💖 **POV BLOWJOBS** 💖 **DILDO PLAY** 💖 **SQUIRTING VIDS** 💖 **BONUS XXX TAPES** This bundle has a little bit of everything for you daddy so I'd really suggest this one if u wanna see me... UNSENDING AT MIDNIGHT 😇💞,29.99,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3381,👼💞💘 ***MOTHERS DAY BUNDLE*** 💖😍 Happy Mother's day daddy... I wanted to show my appreciation to you with a little gift 💌 *Bundle includes* : 💖 **EXCLUSIVE SEXTAPES** 💖 **JOI’s** 💖 **POV BLOWJOBS** 💖 **DILDO PLAY** 💖 **SQUIRTING VIDS** 💖 **BONUS XXX TAPES** This bundle has a little bit of everything for you daddy so I'd really suggest this one if u wanna see me... UNSENDING AT MIDNIGHT 😇💞,21.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3391,**RIDING MY DILDO IN STEP DADS BATHROOM🙈😈** My step dad is so fine ngl... this morning i snuck into his bathroom and fucked myself in his tub 🐱💦 do you think he will notice the fact that i squirted in the tub?,19.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3422,"💫🪐 ***Star Wars Day Bundle*** 🪐💫 Watch me strip down from my outfit and get brutally fucked 😈💦 He shoved his big lightsaber into my mouth before plunging it into my tight hole 💢💢... He really showed me who my father was tonight, hehe 🤭.",25.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,3461,"💫🪐 ***Star Wars Sextape RESALE*** 🪐💫 Watch me strip down from my outfit and get brutally fucked 😈💦 He shoved his big lightsaber into my mouth before plunging it into my tight hole 💢💢... He really showed me who my father was tonight, hehe 🤭.",25.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,5350,Woke my Uncle up with the sloppiest head he's ever had💦 I love making eye contact when I suck someones cock dry😇,20.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,6393,"SEDUCING MY MOM'S BOYFRIEND14 mins/19.99$ Special PPV price 12.99$ TODAY ONLYTags: roleplay, dirty talk, tits and ass slaps, creampie/breeding fantasy, taboo, riding cowgirl/reverse cowgirlI just got in a fight with my mom and I'm really annoyed and pissed off at her. I didn't realise that her boyfriend was there while I was saying how much of a bitch she was! Of course, her boyfriend looks hot and I'm way hotter than my mom. To get revenge, I think I should make him mine😈",12.99,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,6405,"Miami bundle : Worth 75$, over 1h of videos ONLY 19.99$Last year I met with my american girl friend and we had a few days of fun. Let me resume the 3 days we spent togetherFirst day my friend Kylie came over and we had our first lesbian experiement together, Kylie as a huge crush on my step brother! On the second day she came over again but this time she had a big surprise, my step bro cock! Behind my back she started to fuck him .... Did I join the fun? On the 3rd day I went to the beach and this random dude shows up and we decide to give him a blowjob surprise!That was so much fun! Now you can get all my 3 days there for a crazy bundle price of 19.99$",19.99,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,7807,"💦bath play with soaking wet pussy💦 i was taking a bath and got horny, so I decided to play with myself to make u cum🥵
 

 ***FREE BONUS ***
 

 I included *UNRELEASED* G/G with my step-sister 🙈 please keep this a secret my mom would kill me😭",16.0,A1_familial_direct; A2_parental,familial/incest content; parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,7946,"🚨 The best and most fun deal I have ever offered! 🚨 🍆100 MINUTES OF FUCKING! 🍆 $400 worth content 🔥 😈 10 full length videos of me being 18-20 уеаrs old! 😈 
 🔥Bedroom 
 🔥bathroom scenes 
 🔥POV solo
 🔥TittyFuck 
 🔥ride 
 🔥reverse ride 
 🔥doggy 
 🔥missionary 
 🔥anal 
 🔥Cum on tits 
 🔥ass
 🔥pool
  and more! ❤️❤️❤️ My ultimate best-sellers! ❤️❤️❤️",25.0,A3_underage_numeric,underage numeric indicators
EROS CAPTION LOGGER 💙 - PPVS (2).csv,8057,"$15 FRIDAY SALE❗❗ B | G Sex video 👅 Watch me and my step-cousin have fun 💦 Missionary, BJ, pussy play, and more 😏 Enjoy almost 9 minutes of me fulfilling his fantasies 🍆💋 If we reach 100 unlocks, everyone gets a bonus free squirting video ❗❗",15.0,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,8405,"EL VIDEO MÁS TOP POR $18.25 🎬 está de locos bebé 😵 son los favoritos del mes con las mejores vistas 😺 y sí, te van a dejar sin una gota 💯💥",18.25,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,8414,quieres lo mejor de mí pues lo tienes porque hoy es el día en que dejo de jugar y te muestro lo traviesa que puedo ser la timidez no existe en mi vocabulario 😈 ..te estoy dando a ti sí a ti esta única oportunidad para que veas este lado de mí así que sin excusas lo mejor que tengo requiere lo mejor de ti y por todo el apoyo que me das decidí tomarme el tiempo para hacer esto por ti hoy ahora es momento de que me calle y tú saques tu pene y disfrutes de estos videos súper sexys y especiales que armé para ti en este instante 🥵.. estoy bien seria cuando digo que son los videos más raros que vas a recibir de mí 😈(ah y abran para una calificación gratis de pene),26.33,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,8448,"✨ ACCESO XXX POR TIEMPO LIMITADO ✨Aprovecha mis videos más intensos y sin filtro, normalmente cuestan $300 pero por las próximas 5 horas son tuyos por solo $16 😈 aquí me verás en mi modo más sucia sin censura 💋No te tardes esta oferta no dura mucho… parpadeas y ya se fue🤫",16.98,A1_familial_direct,familial/incest content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,8545,"Father’s Day *Bundle*
 

 I never do this but I really needed to get fucked so I took my tinder date home to film a sextape! 🤫 Imagine me taking 8 INCHES deep inside ny stomach! 😘 I swear to GOD theres no way I could last 3 MINS with him inside my sweet pussy! 💦 Think you can last longer than him? 😈
 

 ***BONUS*** I added some nudes because I’m feeling extremely generous today",45.0,A2_parental,parental familial content
EROS CAPTION LOGGER 💙 - PPVS (2).csv,10950,I sucked his dick til I almost passed out 😵 would you fuck my face like this?,34.56,B3_coercion,coercion content
